site,landuse,landform,Depth,Horizon,fractroots,finerootfrac
R7P1,pine,interfluve,24,Bt1,0.4,0.5625
R7P1,pine,interfluve,25,Bt1,0.5,0.55
R7P1,pine,interfluve,26,Bt1,0.375,0.466666667
R7P1,pine,interfluve,27,Bt1,0.45,0.555555556
R7P1,pine,interfluve,28,Bt1,0.35,0.5
R7P1,pine,interfluve,29,Bt1,0.45,0.611111111
R7P1,pine,interfluve,30,Bt1,0.275,0.818181818
R7P1,pine,interfluve,31,Bt1,0.35,0.857142857
R7P1,pine,interfluve,32,Bt1,0.3,0.833333333
R7P1,pine,interfluve,33,Bt1,0.275,0.636363636
R7P1,pine,interfluve,34,Bt1,0.375,0.733333333
R7P1,pine,interfluve,35,Bt1,0.4,0.75
R7P1,pine,interfluve,36,Bt1,0.325,0.923076923
R7P1,pine,interfluve,37,Bt1,0.375,0.933333333
R7P1,pine,interfluve,38,Bt1,0.25,0.8
R7P1,pine,interfluve,39,Bt1,0.3,0.916666667
R7P1,pine,interfluve,40,Bt1,0.275,0.818181818
R7P1,pine,interfluve,41,Bt1,0.175,0.714285714
R7P1,pine,interfluve,42,Bt1,0.325,0.769230769
R7P1,pine,interfluve,43,Bt1,0.25,0.9
R7P1,pine,interfluve,44,Bt1,0.225,0.777777778
R7P1,pine,interfluve,45,Bt2,0.175,0.857142857
R7P1,pine,interfluve,46,Bt2,0.375,0.4
R7P1,pine,interfluve,47,Bt2,0.425,0.588235294
R7P1,pine,interfluve,48,Bt2,0.275,0.727272727
R7P1,pine,interfluve,49,Bt2,0.35,0.642857143
R7P1,pine,interfluve,50,Bt2,0.225,0.666666667
R7P1,pine,interfluve,51,Bt2,0.2,1
R7P1,pine,interfluve,52,Bt2,0.3,1
R7P1,pine,interfluve,53,Bt2,0.2,0.875
R7P1,pine,interfluve,54,Bt2,0.325,0.769230769
R7P1,pine,interfluve,55,Bt2,0.25,0.6
R7P1,pine,interfluve,56,Bt2,0.15,0.5
R7P1,pine,interfluve,57,Bt2,0.1,0
R7P1,pine,interfluve,58,Bt2,0.125,0
R7P1,pine,interfluve,59,Bt2,0.2,0
R7P1,pine,interfluve,60,Bt2,0.175,0.571428571
R7P1,pine,interfluve,61,Bt2,0.225,0.555555556
R7P1,pine,interfluve,62,Bt2,0.175,0.571428571
R7P1,pine,interfluve,63,Bt2,0.075,0.666666667
R7P1,pine,interfluve,64,Bt2,0.075,0.333333333
R7P1,pine,interfluve,65,Bt2,0.15,0.833333333
R7P1,pine,interfluve,66,Bt2,0.15,0.833333333
R7P1,pine,interfluve,67,Bt2,0.125,1
R7P1,pine,interfluve,68,Bt2,0.15,1
R7P1,pine,interfluve,69,Bt2,0.2,0.75
R7P1,pine,interfluve,70,Bt2,0.1,0.5
R7P1,pine,interfluve,71,Bt2,0.1,1
R7P1,pine,interfluve,72,Bt2,0.1,1
R7P1,pine,interfluve,73,Bt2,0.2,1
R7P1,pine,interfluve,74,Bt2,0.175,0.857142857
R7P1,pine,interfluve,75,Bt2,0.2,0.5
R7P1,pine,interfluve,76,Bt2,0.25,0.7
R7P1,pine,interfluve,77,Bt3,0.175,0.571428571
R7P1,pine,interfluve,78,Bt3,0.15,0.833333333
R7P1,pine,interfluve,79,Bt3,0.2,0.625
R7P1,pine,interfluve,80,Bt3,0.125,1
R7P1,pine,interfluve,81,Bt3,0.2,1
R7P1,pine,interfluve,82,Bt3,0.175,1
R7P1,pine,interfluve,83,Bt3,0.15,0.5
R7P1,pine,interfluve,84,Bt3,0.125,0.6
R7P1,pine,interfluve,85,Bt3,0.075,1
R7P1,pine,interfluve,86,Bt3,0.175,1
R7P1,pine,interfluve,87,Bt3,0.15,1
R7P1,pine,interfluve,88,Bt3,0.05,1
R7P1,pine,interfluve,89,Bt3,0.125,1
R7P1,pine,interfluve,90,Bt3,0.15,0.666666667
R7P1,pine,interfluve,91,Bt3,0.075,1
R7P1,pine,interfluve,92,Bt3,0.2,1
R7P1,pine,interfluve,93,Bt3,0.25,1
R7P1,pine,interfluve,94,Bt3,0.175,1
R7P1,pine,interfluve,95,Bt3,0.175,0.714285714
R7P1,pine,interfluve,96,Bt3,0.225,0.888888889
R7P1,pine,interfluve,97,Bt3,0.2,0.625
R7P1,pine,interfluve,98,Bt3,0.2,0.625
R7P1,pine,interfluve,99,Bt3,0.125,0.4
R7P1,pine,interfluve,100,Bt3,0.075,0.333333333
R7P1,pine,interfluve,101,Bt3,0.1,0.75
R7P1,pine,interfluve,102,Bt3,0.1,1
R7P1,pine,interfluve,103,Bt4,0.15,1
R7P1,pine,interfluve,104,Bt4,0.05,1
R7P1,pine,interfluve,105,Bt4,0.075,1
R7P1,pine,interfluve,106,Bt4,0.05,0.5
R7P1,pine,interfluve,107,Bt4,0.125,0.4
R7P1,pine,interfluve,108,Bt4,0.1,0.25
R7P1,pine,interfluve,109,Bt4,0.075,0
R7P1,pine,interfluve,110,Bt4,0.175,0.714285714
R7P1,pine,interfluve,111,Bt4,0,0
R7P1,pine,interfluve,112,Bt4,0.05,0.5
R7P1,pine,interfluve,113,Bt4,0.15,0.333333333
R7P1,pine,interfluve,114,Bt4,0.1,1
R7P1,pine,interfluve,115,Bt4,0.1,1
R7P1,pine,interfluve,116,Bt4,0.125,0.6
R7P1,pine,interfluve,117,Bt4,0.125,1
R7P1,pine,interfluve,118,Bt4,0.05,0.5
R7P1,pine,interfluve,119,Bt4,0.2,0.375
R7P1,pine,interfluve,120,Bt4,0.175,0.142857143
R7P1,pine,interfluve,121,Bt4,0.125,0.2
R7P1,pine,interfluve,122,Bt4,0.05,1
R7P1,pine,interfluve,123,Bt4,0.2,0
R7P1,pine,interfluve,124,Bt4,0.05,1
R7P1,pine,interfluve,125,Bt4,0.125,0.6
R7P1,pine,interfluve,126,Bt4,0.125,0.8
R7P1,pine,interfluve,127,Bt4,0.05,0
R7P1,pine,interfluve,128,Bt4,0.15,1
R7P1,pine,interfluve,129,Bt4,0.1,1
R7P1,pine,interfluve,130,Bt4,0.15,1
R7P1,pine,interfluve,131,Bt4,0.075,1
R7P1,pine,interfluve,132,Bt4,0.1,0.5
R7P1,pine,interfluve,133,Bt4,0.1,0.75
R7P1,pine,interfluve,134,Bt4,0.075,0.333333333
R7P1,pine,interfluve,135,Bt4,0.025,1
R7P1,pine,interfluve,136,Bt4,0,0
R7P1,pine,interfluve,137,Bt4,0.025,0
R7P1,pine,interfluve,138,Bt4,0.05,1
R7P1,pine,interfluve,139,Bt4,0,0
R7P1,pine,interfluve,140,Bt4,0.075,1
R7P1,pine,interfluve,141,Bt4,0.025,0
R7P1,pine,interfluve,142,Bt4,0.1,0.75
R7P1,pine,interfluve,143,Bt4,0.075,1
R7P1,pine,interfluve,144,Bt4,0.05,1
R7P1,pine,interfluve,145,Bt4,0.1,1
R7P1,pine,interfluve,146,Bt4,0.15,1
R7P1,pine,interfluve,147,Bt4,0.125,1
R7P1,pine,interfluve,148,Bt4,0.1,1
R7P1,pine,interfluve,149,Bt4,0.025,1
R7P1,pine,interfluve,150,Bt5,0.075,1
R7P1,pine,interfluve,151,Bt5,0.1,1
R7P1,pine,interfluve,152,Bt5,0.05,0.5
R7P1,pine,interfluve,153,Bt5,0.075,0.333333333
R7P1,pine,interfluve,154,Bt5,0.1,0.25
R7P1,pine,interfluve,155,Bt5,0.175,0.285714286
R7P1,pine,interfluve,156,Bt5,0.1,0.75
R7P1,pine,interfluve,157,Bt5,0.1,1
R7P1,pine,interfluve,158,Bt5,0.15,0.166666667
R7P1,pine,interfluve,159,Bt5,0,0
R7P1,pine,interfluve,160,Bt5,0,0
R7P1,pine,interfluve,161,Bt5,0,0
R7P1,pine,interfluve,162,Bt5,0,0
R7P1,pine,interfluve,163,Bt5,0,0
R7P1,pine,interfluve,164,Bt5,0,0
R7P1,pine,interfluve,165,Bt5,0,0
R7P1,pine,interfluve,166,Bt5,0,0
R7P1,pine,interfluve,167,Bt5,0,0
R7P1,pine,interfluve,168,Bt5,0,0
R7P1,pine,interfluve,169,Bt5,0,0
R7P1,pine,interfluve,170,Bt5,0,0
R7P1,pine,interfluve,171,Bt5,0,0
R7P1,pine,interfluve,172,Bt5,0,0
R7P1,pine,interfluve,173,Bt5,0,0
R7P1,pine,interfluve,174,Bt5,0,0
R7P1,pine,interfluve,175,Bt5,0,0
R7P1,pine,interfluve,176,Bt5,0,0
R7P1,pine,interfluve,177,Bt5,0,0
R7P1,pine,interfluve,178,Bt5,0,0
R7P1,pine,interfluve,179,Bt5,0,0
R7P1,pine,interfluve,180,Bt5,0,0
R7P1,pine,interfluve,181,Bt5,0,0
R7P1,pine,interfluve,182,Bt5,0,0
R7P1,pine,interfluve,183,Bt5,0,0
R7P1,pine,interfluve,184,Bt5,0,0
R7P1,pine,interfluve,185,Bt5,0,0
R7P1,pine,interfluve,186,Bt5,0,0
R7P1,pine,interfluve,187,Bt5,0,0
R7P1,pine,interfluve,188,Bt5,0,0
R7P1,pine,interfluve,189,Bt5,0,0
R7P1,pine,interfluve,190,Bt5,0,0
R7P1,pine,interfluve,191,Bt5,0,0
R7P1,pine,interfluve,192,Bt5,0,0
R7P1,pine,interfluve,193,Bt5,0,0
R7P1,pine,interfluve,194,Bt5,0,0
R7P1,pine,interfluve,195,Bt5,0,0
R7P1,pine,interfluve,196,Bt5,0,0
R7P2,pine,midslope,1,A,0.75,0.7
R7P2,pine,midslope,2,A,0.85,0.588235294
R7P2,pine,midslope,3,E,0.7,0.535714286
R7P2,pine,midslope,4,E,0.775,0.387096774
R7P2,pine,midslope,5,E,0.725,0.482758621
R7P2,pine,midslope,6,E,0.425,0.647058824
R7P2,pine,midslope,7,E,0.475,0.789473684
R7P2,pine,midslope,8,E,0.425,0.470588235
R7P2,pine,midslope,9,E,0.5,0.7
R7P2,pine,midslope,10,BE,0.625,0.52
R7P2,pine,midslope,11,BE,0.375,0.6
R7P2,pine,midslope,12,BE,0.5,0.5
R7P2,pine,midslope,13,BE,0.475,0.473684211
R7P2,pine,midslope,14,BE,0.75,0.233333333
R7P2,pine,midslope,15,BE,0.75,0.433333333
R7P2,pine,midslope,16,Bt1,0.525,0.476190476
R7P2,pine,midslope,17,Bt1 ,0.55,0.363636364
R7P2,pine,midslope,18,Bt1,0.575,0.434782609
R7P2,pine,midslope,19,Bt1,0.45,0.666666667
R7P2,pine,midslope,20,Bt1,0.475,0.578947368
R7P2,pine,midslope,21,Bt1,0.575,0.304347826
R7P2,pine,midslope,22,Bt1,0.675,0.555555556
R7P2,pine,midslope,23,Bt1,0.475,0.526315789
R7P2,pine,midslope,24,Bt1,0.375,0.466666667
R7P2,pine,midslope,25,Bt1,0.225,0.444444444
R7P2,pine,midslope,26,Bt1,0.4,0.75
R7P2,pine,midslope,27,Bt1,0.4,0.875
R7P2,pine,midslope,28,Bt1,0.35,0.857142857
R7P2,pine,midslope,29,Bt1,0.475,0.789473684
R7P2,pine,midslope,30,Bt1,0.175,1
R7P2,pine,midslope,31,Bt1,0.05,1
R7P2,pine,midslope,32,Bt1,0.075,1
R7P2,pine,midslope,33,Bt1,0.175,1
R7P2,pine,midslope,34,Bt1,0.2,1
R7P2,pine,midslope,35,Bt1,0.15,1
R7P2,pine,midslope,36,Bt1,0.05,1
R7P2,pine,midslope,37,Bt1,0.175,1
R7P2,pine,midslope,38,Bt1,0.25,1
R7P2,pine,midslope,39,Bt1,0.075,1
R7P2,pine,midslope,40,Bt1,0.15,1
R7P2,pine,midslope,41,Bt1,0.1,1
R7P2,pine,midslope,42,Bt1,0.05,1
R7P2,pine,midslope,43,Bt1,0.15,1
R7P2,pine,midslope,44,Bt1,0.1,1
R7P2,pine,midslope,45,Bt1,0.25,0.7
R7P2,pine,midslope,46,Bt1,0.175,0.714285714
R7P2,pine,midslope,47,Bt1,0.275,0.818181818
R7P2,pine,midslope,48,Bt1,0.175,0.857142857
R7P2,pine,midslope,49,Bt1,0.125,0.8
R7P2,pine,midslope,50,Bt1,0.3,0.5
R7P2,pine,midslope,51,Bt1,0.375,0.8
R7P2,pine,midslope,52,Bt1,0.175,0.571428571
R7P2,pine,midslope,53,Bt1,0.25,0.6
R7P2,pine,midslope,54,Bt1,0.25,0.9
R7P2,pine,midslope,55,Bt1,0.2,0.5
R7P2,pine,midslope,56,Bt1,0.25,0.4
R7P2,pine,midslope,57,Bt1,0.3,0.333333333
R7P2,pine,midslope,58,Bt2,0.15,0.333333333
R7P2,pine,midslope,59,Bt2,0.1,0.5
R7P2,pine,midslope,60,Bt2,0.075,1
R7P2,pine,midslope,61,Bt2,0.05,1
R7P2,pine,midslope,62,Bt2,0.15,1
R7P2,pine,midslope,63,Bt2,0.15,1
R7P2,pine,midslope,64,Bt2,0.05,1
R7P2,pine,midslope,65,Bt2,0.075,1
R7P2,pine,midslope,66,Bt2,0.075,1
R7P2,pine,midslope,67,Bt2,0,0
R7P2,pine,midslope,68,Bt2,0.1,1
R7P2,pine,midslope,69,Bt2,0.025,1
R7P2,pine,midslope,70,Bt2,0.05,1
R7P2,pine,midslope,71,Bt2,0.075,1
R7P2,pine,midslope,72,Bt2,0.1,1
R7P2,pine,midslope,73,Bt2,0,0
R7P2,pine,midslope,74,Bt2,0,0
R7P2,pine,midslope,75,Bt2,0,0
R7P2,pine,midslope,76,Bt2,0.075,0.333333333
R7P2,pine,midslope,77,Bt2,0.05,0.5
R7P2,pine,midslope,78,Bt2,0,0
R7P2,pine,midslope,79,Bt2,0,0
R7P2,pine,midslope,80,Bt2,0.025,1
R7P2,pine,midslope,81,Bt2,0,0
R7P2,pine,midslope,82,Bt2,0.05,1
R7P2,pine,midslope,83,Bt3,0,0
R7P2,pine,midslope,84,Bt3,0,0
R7P2,pine,midslope,85,Bt3,0,0
R7P2,pine,midslope,86,Bt3,0,0
R7P2,pine,midslope,87,Bt3,0,0
R7P2,pine,midslope,88,Bt3,0.025,1
R7P2,pine,midslope,89,Bt3,0,0
R7P2,pine,midslope,90,Bt3,0.025,1
R7P2,pine,midslope,91,Bt3,0,0
R7P2,pine,midslope,92,Bt3,0.05,1
R7P2,pine,midslope,93,Bt3,0.05,0.5
R7P2,pine,midslope,94,Bt3,0.125,0.8
R7P2,pine,midslope,95,Bt3,0.075,0.333333333
R7P2,pine,midslope,96,Bt3,0.05,0.5
R7P2,pine,midslope,97,Bt3,0,0
R7P2,pine,midslope,98,Bt3,0,0
R7P2,pine,midslope,99,Bt3,0,0
R7P2,pine,midslope,100,Bt3,0.05,0.5
R7P2,pine,midslope,101,Bt3,0.15,0.833333333
R7P2,pine,midslope,102,Bt3,0.075,1
R7P2,pine,midslope,103,Bt3,0.05,1
R7P2,pine,midslope,104,Bt3,0.025,1
R7P2,pine,midslope,105,Bt3,0.025,1
R7P2,pine,midslope,106,Bt3,0,0
R7P2,pine,midslope,107,Bt3,0.125,0.8
R7P2,pine,midslope,108,Bt3,0.075,0.666666667
R7P2,pine,midslope,109,Bt3,0.075,0.666666667
R7P2,pine,midslope,110,Bt3,0.05,0.5
R7P2,pine,midslope,111,Bt3,0.05,0.5
R7P2,pine,midslope,112,Bt3,0.05,0
R7P2,pine,midslope,113,Bt3,0.075,0.666666667
R7P2,pine,midslope,114,Bt3,0.1,0
R7P2,pine,midslope,115,Bt3,0,0
R7P2,pine,midslope,116,Bt3,0,0
R7P2,pine,midslope,117,Bt4,0,0
R7P2,pine,midslope,118,Bt4,0,0
R7P2,pine,midslope,119,Bt4,0.05,1
R7P2,pine,midslope,120,Bt4,0.025,0
R7P2,pine,midslope,121,Bt4,0.075,0.333333333
R7P2,pine,midslope,122,Bt4,0,0
R7P2,pine,midslope,123,Bt4,0,0
R7P2,pine,midslope,124,Bt4,0.025,1
R7P2,pine,midslope,125,Bt4,0,0
R7P2,pine,midslope,126,Bt4,0.025,1
R7P2,pine,midslope,127,Bt4,0,0
R7P2,pine,midslope,128,Bt4,0.05,0
R7P2,pine,midslope,129,Bt4,0.025,0
R7P2,pine,midslope,130,Bt4,0.1,0.75
R7P2,pine,midslope,131,Bt4,0.05,0.5
R7P2,pine,midslope,132,Bt4,0.1,0.75
R7P2,pine,midslope,133,Bt4,0.05,0.5
R7P2,pine,midslope,134,Bt4,0.075,0.333333333
R7P2,pine,midslope,135,Bt4,0.1,0.75
R7P2,pine,midslope,136,Bt4,0.025,1
R7P2,pine,midslope,137,Bt4,0.025,1
R7P2,pine,midslope,138,Bt4,0,0
R7P2,pine,midslope,139,Bt4,0.05,0.5
R7P2,pine,midslope,140,Bt4,0.025,1
R7P2,pine,midslope,141,Bt4,0.05,1
R7P2,pine,midslope,142,Bt4,0.1,1
R7P2,pine,midslope,143,Bt4,0.025,1
R7P2,pine,midslope,144,Bt4,0.075,1
R7P2,pine,midslope,145,Bt4,0.05,0
R7P2,pine,midslope,146,Bt4,0.025,0
R7P2,pine,midslope,147,Bt4,0,0
R7P2,pine,midslope,148,Bt4,0.025,0
R7P2,pine,midslope,149,Bt4,0,0
R7P2,pine,midslope,150,Bt4,0,0
R7P2,pine,midslope,151,Bt4,0,0
R7P2,pine,midslope,152,Bt4,0,0
R7P2,pine,midslope,153,Bt4,0.025,1
R7P2,pine,midslope,154,Bt4,0,0
R7P2,pine,midslope,155,Bt4,0.025,1
R7P2,pine,midslope,156,Bt4,0.025,1
R7P2,pine,midslope,157,Bt4,0,0
R7P2,pine,midslope,158,Bt4,0.025,1
R7P2,pine,midslope,159,Bt4,0.025,1
R7P2,pine,midslope,160,Bt4,0,0
R7P2,pine,midslope,161,Bt4,0.075,1
R7P2,pine,midslope,162,Bt4,0.05,1
R7P2,pine,midslope,163,Bt4,0,0
R7P2,pine,midslope,164,Bt4,0,0
R7P2,pine,midslope,165,Bt4,0,0
R7P2,pine,midslope,166,Bt4,0,0
R7P2,pine,midslope,167,Bt4,0,0
R7P2,pine,midslope,168,Bt4,0,0
R7P2,pine,midslope,169,Bt4,0,0
R7P2,pine,midslope,170,Bt4,0,0
R7P2,pine,midslope,171,Bt4,0,0
R7P2,pine,midslope,172,BC,0,0
R7P2,pine,midslope,173,BC,0.1,1
R7P2,pine,midslope,174,BC,0.2,0.5
R7P2,pine,midslope,175,BC,0.15,0.333333333
R7P2,pine,midslope,176,BC,0.05,0.5
R7P2,pine,midslope,177,BC,0.075,0.666666667
R7P2,pine,midslope,178,BC,0.225,0.888888889
R7P2,pine,midslope,179,BC,0.125,0.8
R7P2,pine,midslope,180,BC,0.15,0.333333333
R7P2,pine,midslope,181,BC,0.075,1
R7P2,pine,midslope,182,BC,0.025,1
R7P2,pine,midslope,183,BC,0.075,0.666666667
R7P2,pine,midslope,184,BC,0.05,1
R7P2,pine,midslope,185,BC,0.075,0.333333333
R7P2,pine,midslope,186,BC,0,0
R7P2,pine,midslope,187,BC,0,0
R7P2,pine,midslope,188,BC,0,0
R7P2,pine,midslope,189,BC,0,0
R7P2,pine,midslope,190,BC,0,0
R7P2,pine,midslope,191,BC,0,0
R7P2,pine,midslope,192,BC,0,0
R7P2,pine,midslope,193,BC,0,0
R7P2,pine,midslope,194,BC,0,0
R7P2,pine,midslope,195,BC,0,0
R7P2,pine,midslope,196,BC,0,0
R8P1,pine,interfluve,1,A,0.45,0.5
R8P1,pine,interfluve,2,A,0.725,0.482758621
R8P1,pine,interfluve,3,A,0.7,0.535714286
R8P1,pine,interfluve,4,A,0.75,0.5
R8P1,pine,interfluve,5,A,0.825,0.575757576
R8P1,pine,interfluve,6,A,0.775,0.709677419
R8P1,pine,interfluve,7,A,0.875,0.628571429
R8P1,pine,interfluve,8,A,0.825,0.424242424
R8P1,pine,interfluve,9,A,0.825,0.606060606
R8P1,pine,interfluve,10,A,0.725,0.689655172
R8P1,pine,interfluve,11,AE,0.6,0.583333333
R8P1,pine,interfluve,12,AE,0.525,0.619047619
R8P1,pine,interfluve,13,AE,0.575,0.956521739
R8P1,pine,interfluve,14,AE,0.775,0.838709677
R8P1,pine,interfluve,15,AE,0.65,0.846153846
R8P1,pine,interfluve,16,AE,0.7,0.892857143
R8P1,pine,interfluve,17,AE,0.525,0.80952381
R8P1,pine,interfluve,18,AE,0.475,0.789473684
R8P1,pine,interfluve,19,AE,0.45,0.666666667
R8P1,pine,interfluve,20,AE,0.475,0.578947368
R8P1,pine,interfluve,21,BE,0.525,0.571428571
R8P1,pine,interfluve,22,BE,0.725,0.793103448
R8P1,pine,interfluve,23,BE,0.35,1
R8P1,pine,interfluve,24,BE,0.375,1
R8P1,pine,interfluve,25,BE,0.4,0.6875
R8P1,pine,interfluve,26,BE,0.45,0.777777778
R8P1,pine,interfluve,27,BE,0.425,0.823529412
R8P1,pine,interfluve,28,BE,0.45,0.888888889
R8P1,pine,interfluve,29,BE,0.325,0.769230769
R8P1,pine,interfluve,30,BE,0.425,0.882352941
R8P1,pine,interfluve,31,BE,0.4,0.875
R8P1,pine,interfluve,32,BE,0.35,0.928571429
R8P1,pine,interfluve,33,BE,0.275,0.909090909
R8P1,pine,interfluve,34,BE,0.4,0.875
R8P1,pine,interfluve,35,Bt,0.375,0.866666667
R8P1,pine,interfluve,36,Bt,0.3,0.916666667
R8P1,pine,interfluve,37,Bt,0.275,0.909090909
R8P1,pine,interfluve,38,Bt,0.375,0.933333333
R8P1,pine,interfluve,39,Bt,0.25,0.7
R8P1,pine,interfluve,40,Bt,0.25,0.9
R8P1,pine,interfluve,41,Bt,0.275,1
R8P1,pine,interfluve,42,Bt,0.275,1
R8P1,pine,interfluve,43,Bt,0.25,1
R8P1,pine,interfluve,44,Bt,0.15,1
R8P1,pine,interfluve,45,Bt,0.35,1
R8P1,pine,interfluve,46,Bt,0.25,1
R8P1,pine,interfluve,47,Bt,0.275,1
R8P1,pine,interfluve,48,Bt,0.225,1
R8P1,pine,interfluve,49,Bt,0.45,0.833333333
R8P1,pine,interfluve,50,Bt,0.4,0.8125
R8P1,pine,interfluve,51,Bt,0.4,0.8125
R8P1,pine,interfluve,52,Bt,0.375,0.866666667
R8P1,pine,interfluve,53,Bt,0.35,0.785714286
R8P1,pine,interfluve,54,Bt,0.3,0.916666667
R8P1,pine,interfluve,55,Bt,0.225,0.777777778
R8P1,pine,interfluve,56,Bt,0.275,0.909090909
R8P1,pine,interfluve,57,Bt,0.55,1
R8P1,pine,interfluve,58,Bt,0.475,0.947368421
R8P1,pine,interfluve,59,Bt,0.4,0.9375
R8P1,pine,interfluve,60,Bt,0.4,0.9375
R8P1,pine,interfluve,61,Bt,0.325,0.923076923
R8P1,pine,interfluve,62,Bt,0.3,0.916666667
R8P1,pine,interfluve,63,Bt,0.275,1
R8P1,pine,interfluve,64,Bt,0.275,1
R8P1,pine,interfluve,65,Bt,0.2,1
R8P1,pine,interfluve,66,Bt,0.375,1
R8P1,pine,interfluve,67,Bt,0.375,0.933333333
R8P1,pine,interfluve,68,Bt,0.35,1
R8P1,pine,interfluve,69,BC1,0.4,1
R8P1,pine,interfluve,70,BC1,0.325,0.923076923
R8P1,pine,interfluve,71,BC1,0.15,0.666666667
R8P1,pine,interfluve,72,BC1,0.25,0.7
R8P1,pine,interfluve,73,BC1,0.175,0.714285714
R8P1,pine,interfluve,74,BC1,0.325,0.846153846
R8P1,pine,interfluve,75,BC1,0.325,0.769230769
R8P1,pine,interfluve,76,BC1,0.35,0.785714286
R8P1,pine,interfluve,77,BC1,0.375,0.8
R8P1,pine,interfluve,78,BC1,0.325,0.923076923
R8P1,pine,interfluve,79,BC1,0.225,1
R8P1,pine,interfluve,80,BC1,0.175,1
R8P1,pine,interfluve,81,BC1,0.125,1
R8P1,pine,interfluve,82,BC1,0.25,1
R8P1,pine,interfluve,83,BC1,0.25,1
R8P1,pine,interfluve,84,BC1,0.225,1
R8P1,pine,interfluve,85,BC1,0.275,1
R8P1,pine,interfluve,86,BC1,0.275,0.818181818
R8P1,pine,interfluve,87,BC1,0.175,0.857142857
R8P1,pine,interfluve,88,BC1,0.175,1
R8P1,pine,interfluve,89,BC1,0.15,0.833333333
R8P1,pine,interfluve,90,BC1,0.175,0.714285714
R8P1,pine,interfluve,91,BC1,0.125,1
R8P1,pine,interfluve,92,BC1,0.2,0.875
R8P1,pine,interfluve,93,BC1,0.275,0.454545455
R8P1,pine,interfluve,94,BC1,0.15,1
R8P1,pine,interfluve,95,BC1,0.175,0.714285714
R8P1,pine,interfluve,96,BC1,0.125,1
R8P1,pine,interfluve,97,BC1,0.225,1
R8P1,pine,interfluve,98,BC1,0.075,1
R8P1,pine,interfluve,99,BC1,0.1,1
R8P1,pine,interfluve,100,BC1,0.025,1
R8P1,pine,interfluve,101,BC1,0,0
R8P1,pine,interfluve,102,BC1,0,0
R8P1,pine,interfluve,103,BC1,0,0
R8P1,pine,interfluve,104,BC1,0,0
R8P1,pine,interfluve,105,BC1,0,0
R8P1,pine,interfluve,106,BC1,0,0
R8P1,pine,interfluve,107,BC1,0,0
R8P1,pine,interfluve,108,BC1,0,0
R8P1,pine,interfluve,109,BC1,0,0
R8P1,pine,interfluve,110,BC1,0.075,1
R8P1,pine,interfluve,111,BC1,0.05,1
R8P1,pine,interfluve,112,BC1,0.125,1
R8P1,pine,interfluve,113,BC1,0.05,1
R8P1,pine,interfluve,114,BC1,0.075,1
R8P1,pine,interfluve,115,BC1,0.05,1
R8P1,pine,interfluve,116,BC1,0.1,1
R8P1,pine,interfluve,117,BC2,0,0
R8P1,pine,interfluve,118,BC2,0.15,0.666666667
R8P1,pine,interfluve,119,BC2,0.05,0
R8P1,pine,interfluve,120,BC2,0.125,0.6
R8P1,pine,interfluve,121,BC2,0.05,0
R8P1,pine,interfluve,122,BC2,0.025,0
R8P1,pine,interfluve,123,BC2,0,0
R8P1,pine,interfluve,124,BC2,0.25,0.8
R8P1,pine,interfluve,125,BC2,0.075,1
R8P1,pine,interfluve,126,BC2,0,0
R8P1,pine,interfluve,127,BC2,0.05,1
R8P1,pine,interfluve,128,BC2,0.075,1
R8P1,pine,interfluve,129,BC2,0.075,1
R8P1,pine,interfluve,130,BC2,0.1,1
R8P1,pine,interfluve,131,BC2,0.025,1
R8P1,pine,interfluve,132,BC2,0.225,1
R8P1,pine,interfluve,133,BC2,0.275,0.636363636
R8P1,pine,interfluve,134,BC2,0.2,0.5
R8P1,pine,interfluve,135,BC2,0.15,0.333333333
R8P1,pine,interfluve,136,BC2,0.175,0.428571429
R8P1,pine,interfluve,137,BC2,0.15,0.333333333
R8P1,pine,interfluve,138,BC2,0.25,0.6
R8P1,pine,interfluve,139,BC2,0.125,1
R8P1,pine,interfluve,140,BC2,0.075,1
R8P1,pine,interfluve,141,BC2,0,0
R8P1,pine,interfluve,142,BC2,0.025,1
R8P1,pine,interfluve,143,BC2,0.1,1
R8P1,pine,interfluve,144,BC2,0.05,1
R8P1,pine,interfluve,145,BC2,0.275,1
R8P1,pine,interfluve,146,BC2,0.175,0.857142857
R8P1,pine,interfluve,147,BC2,0.125,0.8
R8P1,pine,interfluve,148,BC2,0.15,0.5
R8P1,pine,interfluve,149,BC2,0.15,0.333333333
R8P1,pine,interfluve,150,BC2,0.15,0.333333333
R8P1,pine,interfluve,151,BC2,0.075,0.333333333
R8P1,pine,interfluve,152,BC2,0.075,1
R8P1,pine,interfluve,153,BC2,0.025,1
R8P1,pine,interfluve,154,BC2,0.225,0.777777778
R8P1,pine,interfluve,155,BC2,0.175,0.428571429
R8P1,pine,interfluve,156,BC2,0.15,0.333333333
R8P1,pine,interfluve,157,BC2,0.175,0.428571429
R8P1,pine,interfluve,158,BC2,0.175,0.428571429
R8P1,pine,interfluve,159,BC2,0.175,0.142857143
R8P1,pine,interfluve,160,BC2,0.2,0.5
R8P1,pine,interfluve,161,BC2,0.2,0
R8P1,pine,interfluve,162,BC2,0.225,0.111111111
R8P1,pine,interfluve,163,BC2,0.25,0.3
R8P1,pine,interfluve,164,BC2,0.225,0.333333333
