site,landuse,landform,Depth,Horizon,fractroots,finerootfrac
R7H2,hardwood,midslope,84,Bt1,0.075,0.666666667
R7H2,hardwood,midslope,85,Bt1,0.15,0.833333333
R7H2,hardwood,midslope,86,Bt2,0.125,1
R7H2,hardwood,midslope,87,Bt2,0.2,0.875
R7H2,hardwood,midslope,88,Bt2,0.1,1
R7H2,hardwood,midslope,89,Bt2,0.05,1
R7H2,hardwood,midslope,90,Bt2,0.125,1
R7H2,hardwood,midslope,91,Bt2,0.05,1
R7H2,hardwood,midslope,92,Bt2,0.075,1
R7H2,hardwood,midslope,93,Bt2,0.25,1
R7H2,hardwood,midslope,94,Bt2,0.125,0.6
R7H2,hardwood,midslope,95,Bt2,0.05,0.5
R7H2,hardwood,midslope,96,Bt2,0.1,0.75
R7H2,hardwood,midslope,97,Bt2,0.075,0.666666667
R7H2,hardwood,midslope,98,Bt2,0.075,1
R7H2,hardwood,midslope,99,Bt2,0.25,0.9
R7H2,hardwood,midslope,100,Bt2,0.125,1
R7H2,hardwood,midslope,101,Bt2,0.125,0.4
R7H2,hardwood,midslope,102,Bt2,0.175,0.857142857
R7H2,hardwood,midslope,103,Bt2,0.175,0.714285714
R7H2,hardwood,midslope,104,Bt2,0.225,0.888888889
R7H2,hardwood,midslope,105,Bt2,0.125,0.8
R7H2,hardwood,midslope,106,Bt2,0.25,1
R7H2,hardwood,midslope,107,Bt2,0.175,1
R7H2,hardwood,midslope,108,Bt2,0.2,0.875
R7H2,hardwood,midslope,109,Bt2,0.15,0.666666667
R7H2,hardwood,midslope,110,Bt2,0.05,1
R7H2,hardwood,midslope,111,Bt2,0.125,0.8
R7H2,hardwood,midslope,112,Bt2,0.15,1
R7H2,hardwood,midslope,113,Bt2,0.1,1
R7H2,hardwood,midslope,114,Bt2,0,0
R7H2,hardwood,midslope,115,Bt2,0.1,1
R7H2,hardwood,midslope,116,Bt2,0.05,1
R7H2,hardwood,midslope,117,Bt2,0.05,1
R7H2,hardwood,midslope,118,Bt2,0.075,1
R7H2,hardwood,midslope,119,Bt2,0.075,1
R7H2,hardwood,midslope,120,Bt2,0.025,1
R7H2,hardwood,midslope,121,Bt3,0,0
R7H2,hardwood,midslope,122,Bt3,0,0
R7H2,hardwood,midslope,123,Bt3,0.075,1
R7H2,hardwood,midslope,124,Bt3,0.05,1
R7H2,hardwood,midslope,125,Bt3,0.025,1
R7H2,hardwood,midslope,126,Bt3,0.125,1
R7H2,hardwood,midslope,127,Bt3,0.1,1
R7H2,hardwood,midslope,128,Bt3,0.05,1
R7H2,hardwood,midslope,129,Bt3,0.025,1
R7H2,hardwood,midslope,130,Bt3,0,0
R7H2,hardwood,midslope,131,Bt3,0.125,1
R7H2,hardwood,midslope,132,Bt3,0.05,1
R7H2,hardwood,midslope,133,Bt3,0.125,1
R7H2,hardwood,midslope,134,Bt3,0.025,1
R7H2,hardwood,midslope,135,Bt3,0,0
R7H2,hardwood,midslope,136,Bt3,0.05,1
R7H2,hardwood,midslope,137,Bt3,0,0
R7H2,hardwood,midslope,138,Bt3,0,0
R7H2,hardwood,midslope,139,Bt3,0.05,1
R7H2,hardwood,midslope,140,Bt3,0,0
R7H2,hardwood,midslope,141,Bt3,0.025,1
R7H2,hardwood,midslope,142,Bt3,0.1,1
R7H2,hardwood,midslope,143,Bt3,0.075,1
R7H2,hardwood,midslope,144,Bt3,0.075,1
R7H2,hardwood,midslope,145,Bt3,0.025,1
R7H2,hardwood,midslope,146,BC,0,0
R7H2,hardwood,midslope,147,BC,0,0
R7H2,hardwood,midslope,148,BC,0.05,1
R7H2,hardwood,midslope,149,BC,0.075,1
R7H2,hardwood,midslope,150,BC,0,0
R7H2,hardwood,midslope,151,BC,0,0
R7H2,hardwood,midslope,152,BC,0,0
R7H2,hardwood,midslope,153,BC,0.05,1
R7H2,hardwood,midslope,154,BC,0,0
R7H2,hardwood,midslope,155,BC,0.025,1
R7H2,hardwood,midslope,156,BC,0.075,1
R7H2,hardwood,midslope,157,BC,0.125,1
R7H2,hardwood,midslope,158,BC,0.15,1
R7H2,hardwood,midslope,159,BC,0,0
R7H2,hardwood,midslope,160,BC,0.1,0.25
R7H2,hardwood,midslope,161,BC,0.1,1
R7H2,hardwood,midslope,162,BC,0.1,1
R7H2,hardwood,midslope,163,BC,0.025,1
R7H2,hardwood,midslope,164,BC,0.05,1
R7H2,hardwood,midslope,165,BC,0.125,1
R7H2,hardwood,midslope,166,BC,0.075,1
R7H2,hardwood,midslope,167,BC,0.05,1
R7H2,hardwood,midslope,168,BC,0.1,1
R7H2,hardwood,midslope,169,BC,0.05,1
R7H2,hardwood,midslope,170,BC,0.025,1
R7H2,hardwood,midslope,171,BC,0,0
R7H2,hardwood,midslope,172,BC,0,0
R7H2,hardwood,midslope,173,BC,0.025,1
R7H2,hardwood,midslope,174,BC,0,0
R7H2,hardwood,midslope,175,BC,0,0
R7H2,hardwood,midslope,176,BC,0,0
R7H2,hardwood,midslope,177,BC,0,0
R7H2,hardwood,midslope,178,BC,0.075,1
R7H2,hardwood,midslope,179,BC,0.05,0
R7H2,hardwood,midslope,180,BC,0.025,1
R7H2,hardwood,midslope,181,BC,0,0
R7H2,hardwood,midslope,182,BC,0,0
R7H2,hardwood,midslope,183,BC,0,0
R7H2,hardwood,midslope,184,BC,0,0
R7H2,hardwood,midslope,185,BC,0,0
R7H2,hardwood,midslope,186,BC,0,0
R7H2,hardwood,midslope,187,BC,0,0
R7H2,hardwood,midslope,188,BC,0,0
R7H2,hardwood,midslope,189,BC,0,0
R7H2,hardwood,midslope,190,BC,0,0
R7H2,hardwood,midslope,191,BC,0,0
R7H2,hardwood,midslope,192,BC,0,0
R7H2,hardwood,midslope,193,BC,0,0
R7H2,hardwood,midslope,194,BC,0,0
R7H2,hardwood,midslope,195,BC,0,0
R7H2,hardwood,midslope,196,BC,0,0
R8H1,hardwood,interfluve,1,AE,0.55,0.636363636
R8H1,hardwood,interfluve,2,AE,0.625,0.52
R8H1,hardwood,interfluve,3,AE,0.85,0.588235294
R8H1,hardwood,interfluve,4,AE,0.9,0.305555556
R8H1,hardwood,interfluve,5,AE,0.875,0.342857143
R8H1,hardwood,interfluve,6,AE,0.875,0.457142857
R8H1,hardwood,interfluve,7,AE,0.8,0.5
R8H1,hardwood,interfluve,8,AE,0.9,0.722222222
R8H1,hardwood,interfluve,9,AE,0.675,0.481481481
R8H1,hardwood,interfluve,10,AE,0.725,0.310344828
R8H1,hardwood,interfluve,11,AE,0.725,0.413793103
R8H1,hardwood,interfluve,12,AE,0.6,0.458333333
R8H1,hardwood,interfluve,13,AE,0.625,0.64
R8H1,hardwood,interfluve,14,AE,0.8,0.78125
R8H1,hardwood,interfluve,15,AE,0.625,0.52
R8H1,hardwood,interfluve,16,BE,0.7,0.642857143
R8H1,hardwood,interfluve,17,BE,0.65,0.615384615
R8H1,hardwood,interfluve,18,BE,0.65,0.730769231
R8H1,hardwood,interfluve,19,BE,0.725,0.827586207
R8H1,hardwood,interfluve,20,BE,0.775,0.580645161
R8H1,hardwood,interfluve,21,BE,0.75,0.4
R8H1,hardwood,interfluve,22,BE,0.75,0.6
R8H1,hardwood,interfluve,23,BE,0.675,0.666666667
R8H1,hardwood,interfluve,24,BE,0.55,0.772727273
R8H1,hardwood,interfluve,25,BE,0.7,0.857142857
R8H1,hardwood,interfluve,26,BE,0.7,0.821428571
R8H1,hardwood,interfluve,27,Bt1,0.475,0.789473684
R8H1,hardwood,interfluve,28,Bt1,0.6,0.75
R8H1,hardwood,interfluve,29,Bt1,0.625,0.88
R8H1,hardwood,interfluve,30,Bt1,0.475,0.736842105
R8H1,hardwood,interfluve,31,Bt1,0.575,0.782608696
R8H1,hardwood,interfluve,32,Bt1,0.825,0.787878788
R8H1,hardwood,interfluve,33,Bt1,0.8,0.71875
R8H1,hardwood,interfluve,34,Bt1,0.65,0.615384615
R8H1,hardwood,interfluve,35,Bt1,0.6,0.75
R8H1,hardwood,interfluve,36,Bt1,0.65,0.769230769
R8H1,hardwood,interfluve,37,Bt1,0.725,0.75862069
R8H1,hardwood,interfluve,38,Bt1,0.75,0.633333333
R8H1,hardwood,interfluve,39,Bt1,0.775,0.451612903
R8H1,hardwood,interfluve,40,Bt1,0.75,0.466666667
R8H1,hardwood,interfluve,41,Bt1,0.65,0.346153846
R8H1,hardwood,interfluve,42,Bt1,0.425,0.588235294
R8H1,hardwood,interfluve,43,Bt1,0.6,0.875
R8H1,hardwood,interfluve,44,Bt1,0.65,0.884615385
R8H1,hardwood,interfluve,45,Bt1,0.45,1
R8H1,hardwood,interfluve,46,Bt1,0.575,1
R8H1,hardwood,interfluve,47,Bt1,0.35,1
R8H1,hardwood,interfluve,48,Bt1,0.425,0.882352941
R8H1,hardwood,interfluve,49,Bt1,0.325,0.923076923
R8H1,hardwood,interfluve,50,Bt1,0.55,1
R8H1,hardwood,interfluve,51,Bt1,0.525,0.952380952
R8H1,hardwood,interfluve,52,Bt1,0.5,1
R8H1,hardwood,interfluve,53,Bt1,0.525,1
R8H1,hardwood,interfluve,54,Bt1,0.55,1
R8H1,hardwood,interfluve,55,Bt1,0.6,1
R8H1,hardwood,interfluve,56,Bt1,0.7,0.928571429
R8H1,hardwood,interfluve,57,Bt1,0.575,0.695652174
R8H1,hardwood,interfluve,58,Bt1,0.55,0.727272727
R8H1,hardwood,interfluve,59,Bt1,0.525,0.047619048
R8H1,hardwood,interfluve,60,Bt1,0.65,0.653846154
R8H1,hardwood,interfluve,61,Bt1,0.65,0.769230769
R8H1,hardwood,interfluve,62,Bt1,0.7,0.857142857
R8H1,hardwood,interfluve,63,Bt1,0.625,0.88
R8H1,hardwood,interfluve,64,Bt1,0.625,0.72
R8H1,hardwood,interfluve,65,Bt1,0.5,0.9
R8H1,hardwood,interfluve,66,Bt1,0.45,0.833333333
R8H1,hardwood,interfluve,67,Bt1,0.675,0.962962963
R8H1,hardwood,interfluve,68,Bt1,0.425,0.882352941
R8H1,hardwood,interfluve,69,Bt1,0.475,0.894736842
R8H1,hardwood,interfluve,70,Bt1,0.55,0.954545455
R8H1,hardwood,interfluve,71,Bt1,0.525,1
R8H1,hardwood,interfluve,72,Bt1,0.525,1
R8H1,hardwood,interfluve,73,Bt1,0.475,1
R8H1,hardwood,interfluve,74,Bt1,0.6,1
R8H1,hardwood,interfluve,75,Bt1,0.6,0.916666667
R8H1,hardwood,interfluve,76,Bt1,0.5,1
R8H1,hardwood,interfluve,77,Bt1,0.75,1
R8H1,hardwood,interfluve,78,Bt2,0.375,0.933333333
R8H1,hardwood,interfluve,79,Bt2,0.525,1
R8H1,hardwood,interfluve,80,Bt2,0.575,1
R8H1,hardwood,interfluve,81,Bt2,0.6,0.875
R8H1,hardwood,interfluve,82,Bt2,0.625,1
R8H1,hardwood,interfluve,83,Bt2,0.4,0.9375
R8H1,hardwood,interfluve,84,Bt2,0.525,0.952380952
R8H1,hardwood,interfluve,85,Bt2,0.35,0.928571429
R8H1,hardwood,interfluve,86,Bt2,0.45,0.944444444
R8H1,hardwood,interfluve,87,Bt2,0.375,0.933333333
R8H1,hardwood,interfluve,88,Bt2,0.25,1
R8H1,hardwood,interfluve,89,Bt2,0.35,1
R8H1,hardwood,interfluve,90,Bt2,0.375,1
R8H1,hardwood,interfluve,91,Bt2,0.525,1
R8H1,hardwood,interfluve,92,Bt2,0.5,1
R8H1,hardwood,interfluve,93,Bt2,0.475,1
R8H1,hardwood,interfluve,94,Bt2,0.475,1
R8H1,hardwood,interfluve,95,Bt2,0.25,1
R8H1,hardwood,interfluve,96,Bt2,0.575,1
R8H1,hardwood,interfluve,97,Bt2,0.35,1
R8H1,hardwood,interfluve,98,Bt2,0.425,1
R8H1,hardwood,interfluve,99,Bt2,0.4,1
R8H1,hardwood,interfluve,100,Bt2,0.475,1
R8H1,hardwood,interfluve,101,Bt2,0.45,1
R8H1,hardwood,interfluve,102,Bt2,0.55,1
R8H1,hardwood,interfluve,103,Bt2,0.5,1
R8H1,hardwood,interfluve,104,Bt2,0.45,1
R8H1,hardwood,interfluve,105,Bt2,0.275,1
R8H1,hardwood,interfluve,106,Bt2,0.3,1
R8H1,hardwood,interfluve,107,Bt2,0.15,1
R8H1,hardwood,interfluve,108,Bt2,0.175,1
R8H1,hardwood,interfluve,109,Bt2,0.35,1
R8H1,hardwood,interfluve,110,Bt2,0.45,1
R8H1,hardwood,interfluve,111,Bt2,0.325,1
R8H1,hardwood,interfluve,112,Bt2,0.45,1
R8H1,hardwood,interfluve,113,Bt2,0.2,1
R8H1,hardwood,interfluve,114,Bt2,0.175,1
R8H1,hardwood,interfluve,115,Bt2,0.275,1
R8H1,hardwood,interfluve,116,Bt2,0.275,1
R8H1,hardwood,interfluve,117,Bt2,0.325,1
R8H1,hardwood,interfluve,118,Bt2,0.375,1
R8H1,hardwood,interfluve,119,Bt2,0.2,1
R8H1,hardwood,interfluve,120,Bt2,0.175,1
R8H1,hardwood,interfluve,121,Bt2,0.25,1
R8H1,hardwood,interfluve,122,Bt2,0.325,1
R8H1,hardwood,interfluve,123,Bt2,0.175,1
R8H1,hardwood,interfluve,124,Bt2,0.225,1
R8H1,hardwood,interfluve,125,Bt2,0.375,1
R8H1,hardwood,interfluve,126,Bt2,0.4,1
R8H1,hardwood,interfluve,127,Bt2,0.325,1
R8H1,hardwood,interfluve,128,Bt2,0.175,1
R8H1,hardwood,interfluve,129,Bt2,0.2,1
R8H1,hardwood,interfluve,130,BC,0.2,1
R8H1,hardwood,interfluve,131,BC,0.1,1
R8H1,hardwood,interfluve,132,BC,0.225,1
R8H1,hardwood,interfluve,133,BC,0.175,1
R8H1,hardwood,interfluve,134,BC,0.175,1
R8H1,hardwood,interfluve,135,BC,0.15,1
R8H1,hardwood,interfluve,136,BC,0.375,1
R8H1,hardwood,interfluve,137,BC,0.125,1
R8H1,hardwood,interfluve,138,BC,0.35,1
R8H1,hardwood,interfluve,139,BC,0.225,1
R8H1,hardwood,interfluve,140,BC,0.175,1
R8H1,hardwood,interfluve,141,BC,0.125,1
R8H1,hardwood,interfluve,142,BC,0.2,1
R8H1,hardwood,interfluve,143,BC,0.25,1
R8H1,hardwood,interfluve,144,BC,0.2,1
R8H1,hardwood,interfluve,145,BC,0.175,1
R8H1,hardwood,interfluve,146,BC,0.025,1
R8H1,hardwood,interfluve,147,BC,0.225,1
R8H1,hardwood,interfluve,148,BC,0.2,1
R8H1,hardwood,interfluve,149,BC,0.35,1
R8H1,hardwood,interfluve,150,BC,0.475,1
R8H1,hardwood,interfluve,151,BC,0.275,1
R8H1,hardwood,interfluve,152,BC,0.2,1
R8H1,hardwood,interfluve,153,BC,0.25,0.7
R8H1,hardwood,interfluve,154,BC,0.35,0.928571429
R8H1,hardwood,interfluve,155,BC,0.325,1
R8H1,hardwood,interfluve,156,BC,0.275,0.909090909
R8H1,hardwood,interfluve,157,BC,0.3,0.916666667
R8H1,hardwood,interfluve,158,BC,0.2,1
R8H1,hardwood,interfluve,159,BC,0.3,1
R8H1,hardwood,interfluve,160,BC,0.1,1
R8H1,hardwood,interfluve,161,BC,0.075,1
R8H1,hardwood,interfluve,162,BC,0.125,1
R8H1,hardwood,interfluve,163,BC,0.15,1
R8H1,hardwood,interfluve,164,BC,0.125,1
R8H1,hardwood,interfluve,165,BC,0.125,1
R8H1,hardwood,interfluve,166,BC,0.075,1
R8H1,hardwood,interfluve,167,BC,0.15,1
R8H1,hardwood,interfluve,168,BC,0.1,1
R8H1,hardwood,interfluve,169,BC,0.125,1
R8H1,hardwood,interfluve,170,BC,0.1,1
R8H1,hardwood,interfluve,171,BC,0.025,1
R8H1,hardwood,interfluve,172,BC,0.075,1
R8H1,hardwood,interfluve,173,BC,0.05,1
R8H1,hardwood,interfluve,174,BC,0.125,1
R8H1,hardwood,interfluve,175,BC,0.175,0.714285714
R8H1,hardwood,interfluve,176,BC,0.1,0.5
R8H1,hardwood,interfluve,177,BC,0.1,0.75
R8H1,hardwood,interfluve,178,BC,0.05,0
R8H1,hardwood,interfluve,179,BC,0.1,0.75
R8H1,hardwood,interfluve,180,BC,0.1,0.75
R8H1,hardwood,interfluve,181,BC,0.2,0.875
R8H1,hardwood,interfluve,182,BC,0.15,0.833333333
R8H1,hardwood,interfluve,183,BC,0.15,0.833333333
R8H1,hardwood,interfluve,184,BC,0.125,1
R8H1,hardwood,interfluve,185,BC,0.175,1
R8H1,hardwood,interfluve,186,BC,0.175,1
R8H1,hardwood,interfluve,187,CB,0.275,1
R8H1,hardwood,interfluve,188,CB,0.275,1
R8H1,hardwood,interfluve,189,CB,0.25,0.9
R8H1,hardwood,interfluve,190,CB,0.15,1
R8H1,hardwood,interfluve,191,CB,0.325,0.923076923
R8H1,hardwood,interfluve,192,CB,0.175,1
R8H1,hardwood,interfluve,193,CB,0.2,1
R8H1,hardwood,interfluve,194,CB,0.125,0.6
R8H1,hardwood,interfluve,195,CB,0.275,0.727272727
R8H1,hardwood,interfluve,196,CB,0.15,0.333333333
R2P1,pine,interfluve,1,A,0.75,0.366666667
R2P1,pine,interfluve,2,A,0.625,0.6
R2P1,pine,interfluve,3,A,0.5,0.6
R2P1,pine,interfluve,4,A,0.675,0.518518519
R2P1,pine,interfluve,5,A,0.475,0.631578947
R2P1,pine,interfluve,6,A,0.45,0.388888889
R2P1,pine,interfluve,7,A,0.375,0.6
R2P1,pine,interfluve,8,A,0.45,0.611111111
R2P1,pine,interfluve,9,A,0.45,0.555555556
R2P1,pine,interfluve,10,A,0.225,0.555555556
R2P1,pine,interfluve,11,A,0.525,0.714285714
R2P1,pine,interfluve,12,A,0.4,0.625
R2P1,pine,interfluve,13,A,0.475,0.526315789
R2P1,pine,interfluve,14,A,0.725,0.310344828
R2P1,pine,interfluve,15,A,0.7,0.357142857
R2P1,pine,interfluve,16,Bt1,0.775,0.580645161
R2P1,pine,interfluve,17,Bt1,0.475,0.631578947
R2P1,pine,interfluve,18,Bt1,0.25,0.5
R2P1,pine,interfluve,19,Bt1,0.15,0.5
R2P1,pine,interfluve,20,Bt1,0.2,0.75
R2P1,pine,interfluve,21,Bt1,0.325,0.923076923
R2P1,pine,interfluve,22,Bt1,0.325,0.846153846
R2P1,pine,interfluve,23,Bt1,0.275,1
R2P1,pine,interfluve,24,Bt1,0.3,0.833333333
R2P1,pine,interfluve,25,Bt1,0.275,1
R2P1,pine,interfluve,26,Bt1,0.4,0.9375
R2P1,pine,interfluve,27,Bt1,0.3,0.75
R2P1,pine,interfluve,28,Bt1,0.25,0.8
R2P1,pine,interfluve,29,Bt1,0.25,0.8
R2P1,pine,interfluve,30,Bt1,0.25,0.8
R2P1,pine,interfluve,31,Bt1,0.175,0.714285714
R2P1,pine,interfluve,32,Bt1,0.125,0.6
R2P1,pine,interfluve,33,Bt1,0.15,0.833333333
R2P1,pine,interfluve,34,Bt1,0.05,1
R2P1,pine,interfluve,35,Bt1,0.2,0.625
R2P1,pine,interfluve,36,Bt1,0.2,0.875
R2P1,pine,interfluve,37,Bt1,0.3,1
R2P1,pine,interfluve,38,Bt1,0.325,0.923076923
R2P1,pine,interfluve,39,Bt1,0.2,0.875
R2P1,pine,interfluve,40,Bt1,0.15,0.5
R2P1,pine,interfluve,41,Bt1,0.175,0.714285714
R2P1,pine,interfluve,42,Bt1,0.375,0.933333333
R2P1,pine,interfluve,43,Bt1,0.2,0.875
R2P1,pine,interfluve,44,Bt1,0.15,1
R2P1,pine,interfluve,45,Bt1,0.3,0.916666667
R2P1,pine,interfluve,46,Bt1,0.125,1
R2P1,pine,interfluve,47,Bt1,0.275,1
R2P1,pine,interfluve,48,Bt1,0.1,0.25
R2P1,pine,interfluve,49,Bt1,0.175,1
R2P1,pine,interfluve,50,Bt1,0.25,0.7
R2P1,pine,interfluve,51,Bt1,0.325,0.615384615
R2P1,pine,interfluve,52,Bt1,0.3,0.583333333
R2P1,pine,interfluve,53,Bt1,0.35,0.642857143
R2P1,pine,interfluve,54,Bt1,0.35,0.357142857
R2P1,pine,interfluve,55,Bt1,0.3,0.583333333
R2P1,pine,interfluve,56,Bt2,0.35,0.857142857
R2P1,pine,interfluve,57,Bt2,0.225,0.666666667
R2P1,pine,interfluve,58,Bt2,0.2,0.875
R2P1,pine,interfluve,59,Bt2,0.3,1
R2P1,pine,interfluve,60,Bt2,0.2,0.875
R2P1,pine,interfluve,61,Bt2,0.2,1
R2P1,pine,interfluve,62,Bt2,0.125,0.8
R2P1,pine,interfluve,63,Bt2,0.125,0.8
R2P1,pine,interfluve,64,Bt2,0.1,0.75
R2P1,pine,interfluve,65,Bt2,0.175,0.571428571
R2P1,pine,interfluve,66,Bt2,0.15,0.166666667
R2P1,pine,interfluve,67,Bt2,0.15,0.666666667
R2P1,pine,interfluve,68,Bt2,0.125,0.8
R2P1,pine,interfluve,69,Bt2,0.075,0.666666667
R2P1,pine,interfluve,70,Bt2,0.125,1
R2P1,pine,interfluve,71,Bt2,0.025,1
R2P1,pine,interfluve,72,Bt2,0.1,1
R2P1,pine,interfluve,73,Bt2,0,0
R2P1,pine,interfluve,74,Bt2,0.025,1
R2P1,pine,interfluve,75,Bt2,0.1,1
R2P1,pine,interfluve,76,Bt2,0.1,1
R2P1,pine,interfluve,77,Bt2,0.025,1
R2P1,pine,interfluve,78,Bt3,0,0
R2P1,pine,interfluve,79,Bt3,0,0
R2P1,pine,interfluve,80,Bt3,0,0
R2P1,pine,interfluve,81,Bt3,0.025,1
R2P1,pine,interfluve,82,Bt3,0.075,1
R2P1,pine,interfluve,83,Bt3,0,0
R2P1,pine,interfluve,84,Bt3,0.025,1
R2P1,pine,interfluve,85,Bt3,0.05,1
R2P1,pine,interfluve,86,Bt3,0.275,0.636363636
R2P1,pine,interfluve,87,Bt3,0.125,1
R2P1,pine,interfluve,88,Bt3,0,0
R2P1,pine,interfluve,89,Bt3,0,0
R2P1,pine,interfluve,90,Bt3,0.025,1
R2P1,pine,interfluve,91,CB,0.125,0.4
R2P1,pine,interfluve,92,CB,0.075,0.666666667
R2P1,pine,interfluve,93,CB,0.1,0.75
R2P1,pine,interfluve,94,CB,0,0
R2P1,pine,interfluve,95,CB,0,0
R2P1,pine,interfluve,96,CB,0.025,1
R2P1,pine,interfluve,97,CB,0.025,1
R2P1,pine,interfluve,98,CB,0.025,1
R2P1,pine,interfluve,99,CB,0,0
R2P1,pine,interfluve,100,CB,0,0
R2P1,pine,interfluve,101,CB,0.075,0.666666667
R2P1,pine,interfluve,102,CB,0.025,1
R2P1,pine,interfluve,103,CB,0.05,1
R2P1,pine,interfluve,104,CB,0.025,1
R2P1,pine,interfluve,105,CB,0.075,1
R2P1,pine,interfluve,106,CB,0,0
R2P1,pine,interfluve,107,CB,0.025,0
R2P1,pine,interfluve,108,CB,0.05,0
R2P1,pine,interfluve,109,CB,0.05,0
R2P1,pine,interfluve,110,CB,0.05,0.5
R2P1,pine,interfluve,111,CB,0,0
R2P1,pine,interfluve,112,CB,0,0
R2P1,pine,interfluve,113,CB,0.025,1
R2P1,pine,interfluve,114,CB,0,0
R2P1,pine,interfluve,115,CB,0,0
R2P1,pine,interfluve,116,CB,0,0
R2P1,pine,interfluve,117,CB,0,0
R2P1,pine,interfluve,118,CB,0,0
R2P1,pine,interfluve,119,CB,0,0
R2P1,pine,interfluve,120,CB,0,0
R2P1,pine,interfluve,121,CB,0,0
R2P1,pine,interfluve,122,CB,0,0
R2P1,pine,interfluve,123,CB,0,0
R2P1,pine,interfluve,124,CB,0,0
R2P1,pine,interfluve,125,CB,0,0
R2P1,pine,interfluve,126,CB,0,0
R2P1,pine,interfluve,127,CB,0.025,1
R2P1,pine,interfluve,128,C,0,0
R2P1,pine,interfluve,129,C,0,0
R2P1,pine,interfluve,130,C,0,0
R2P1,pine,interfluve,131,C,0,0
R2P1,pine,interfluve,132,C,0.025,1
R2P1,pine,interfluve,133,C,0.025,1
R2P1,pine,interfluve,134,C,0,0
R2P1,pine,interfluve,135,C,0,0
R2P1,pine,interfluve,136,C,0,0
R2P1,pine,interfluve,137,C,0,0
R2P1,pine,interfluve,138,C,0,0
R2P1,pine,interfluve,139,C,0.025,1
R2P1,pine,interfluve,140,C,0,0
R2P1,pine,interfluve,141,C,0,0
R2P1,pine,interfluve,142,C,0,0
R2P1,pine,interfluve,143,C,0,0
R2P1,pine,interfluve,144,C,0,0
R2P1,pine,interfluve,145,C,0,0
R2P1,pine,interfluve,146,C,0,0
R2P1,pine,interfluve,147,C,0,0
R2P1,pine,interfluve,148,C,0,0
R2P1,pine,interfluve,149,C,0,0
R2P1,pine,interfluve,150,C,0,0
R2P1,pine,interfluve,151,C,0,0
R2P1,pine,interfluve,152,C,0,0
R2P1,pine,interfluve,153,C,0,0
R2P1,pine,interfluve,154,C,0,0
R2P1,pine,interfluve,155,C,0,0
R2P1,pine,interfluve,156,C,0,0
R2P1,pine,interfluve,157,C,0,0
R2P1,pine,interfluve,158,C,0,0
R2P1,pine,interfluve,159,C,0,0
R2P1,pine,interfluve,160,C,0,0
R2P1,pine,interfluve,161,C,0,0
R2P1,pine,interfluve,162,C,0,0
R2P1,pine,interfluve,163,C,0,0
R2P1,pine,interfluve,164,C,0,0
R2P1,pine,interfluve,165,C,0,0
R2P1,pine,interfluve,166,C,0,0
R2P1,pine,interfluve,167,C,0,0
R2P1,pine,interfluve,168,C,0,0
R2P1,pine,interfluve,169,C,0,0
R2P1,pine,interfluve,170,C,0,0
R2P1,pine,interfluve,171,C,0,0
R2P1,pine,interfluve,172,C,0,0
R2P1,pine,interfluve,173,C,0,0
R2P1,pine,interfluve,174,C,0,0
R2P1,pine,interfluve,175,C,0,0
R2P1,pine,interfluve,176,C,0,0
R2P1,pine,interfluve,177,C,0,0
R2P1,pine,interfluve,178,C,0,0
R2P1,pine,interfluve,179,C,0,0
R2P1,pine,interfluve,180,C,0,0
R2P1,pine,interfluve,181,C,0,0
R2P1,pine,interfluve,182,C,0,0
R2P1,pine,interfluve,183,C,0,0
R2P1,pine,interfluve,184,C,0,0
R2P1,pine,interfluve,185,C,0,0
R2P1,pine,interfluve,186,C,0,0
R2P1,pine,interfluve,187,C,0,0
R2P1,pine,interfluve,188,C,0,0
R2P1,pine,interfluve,189,C,0,0
R2P1,pine,interfluve,190,C,0,0
R2P1,pine,interfluve,191,C,0,0
R2P1,pine,interfluve,192,C,0,0
R2P1,pine,interfluve,193,C,0,0
R2P1,pine,interfluve,194,C,0,0
R2P1,pine,interfluve,195,C,0,0
R2P1,pine,interfluve,196,C,0,0
R7P1,pine,interfluve,1,A,0.675,0.037037037
R7P1,pine,interfluve,2,A,0.675,0.037037037
R7P1,pine,interfluve,3,A,0.675,0.037037037
R7P1,pine,interfluve,4,A,0.8,0.0625
R7P1,pine,interfluve,5,A,0.75,0.166666667
R7P1,pine,interfluve,6,A,0.75,0.366666667
R7P1,pine,interfluve,7,A,0.625,0.24
R7P1,pine,interfluve,8,A,0.675,0.333333333
R7P1,pine,interfluve,9,A,0.575,0.217391304
R7P1,pine,interfluve,10,BE,0.55,0.045454545
R7P1,pine,interfluve,11,BE,0.75,0.2
R7P1,pine,interfluve,12,BE,0.675,0.074074074
R7P1,pine,interfluve,13,BE,0.8,0.03125
R7P1,pine,interfluve,14,BE,0.75,0.033333333
R7P1,pine,interfluve,15,BE,0.775,0.064516129
R7P1,pine,interfluve,16,BE,0.525,0.333333333
R7P1,pine,interfluve,17,BE,0.525,0.571428571
R7P1,pine,interfluve,18,BE,0.675,0.222222222
R7P1,pine,interfluve,19,BE,0.6,0.291666667
R7P1,pine,interfluve,20,BE,0.45,0.333333333
R7P1,pine,interfluve,21,Bt1,0.475,0.526315789
R7P1,pine,interfluve,22,Bt1,0.375,0.266666667
R7P1,pine,interfluve,23,Bt1,0.375,0.666666667
